id,name,full name,country,birth,height,weight,foot,team,jersey,league,formation,value,wage,position,continent,age
225341,David García,David García Zubiría,Spain,1994-02-14,185,72,Right,CA Osasuna,5,La Liga,CB,4600000.0,21000.0,Defender,Europe,26
190432,Oier,Oier Sanjurjo Maté,Spain,1986-05-25,177,72,Right,CA Osasuna,6,La Liga,CDM CM,1900000.0,22000.0,Midfielder,Europe,34
243993,Enric Gallego,Enrique Gallego Puigsech,Spain,1986-09-12,187,87,Left,CA Osasuna,11,La Liga,ST,3200000.0,26000.0,Attacker,Europe,34
232008,Toni Lato,Antonio Latorre Grueso,Spain,1997-11-21,170,63,Left,CA Osasuna,15,La Liga,LB,5500000.0,16000.0,Defender,Europe,22
146996,Rubén,Rubén Iván Martínez Andrade,Spain,1984-06-22,187,78,Right,CA Osasuna,13,La Liga,GK,1100000.0,12000.0,Goalkepper,Europe,36
215725,Quintillà,Xavier Quintillà Guasch,Spain,1996-08-23,182,73,Left,Villarreal CF,16,La Liga,LB,5500000.0,19000.0,Defender,Europe,24
241856,Manu Morlanes,Manuel Morlanes Ariño,Spain,1999-01-12,177,74,Right,Villarreal CF,15,La Liga,CM CDM,6500000.0,18000.0,Midfielder,Europe,21
212772,O. Duarte,Óscar Esau Duarte Gaitán,Costa Rica,1989-06-03,185,81,Right,Levante UD,6,La Liga,CB,3200000.0,17000.0,Defender,North America,31
219777,Chema Rodríguez,José Manuel Rodríguez Benito,Spain,1992-03-03,187,79,Left,Getafe CF,6,La Liga,CB LB,4200000.0,17000.0,Defender,Europe,28
239335,Óscar,Óscar Rodríguez Arnaiz,Spain,1998-06-28,175,68,Right,CD Leganés,27,La Liga,CAM CM RM,7000000.0,17000.0,Midfielder,Europe,22
231600,Marc Navarro,Marc Navarro Ceciliano,Spain,1995-07-02,187,78,Right,CD Leganés,2,La Liga,RB,4700000.0,18000.0,Defender,Europe,25
198150,Guerrero,Miguel Ángel Guerrero Martín,Spain,1990-07-12,180,76,Right,CD Leganés,9,La Liga,ST,4099999.9999999995,26000.0,Attacker,Europe,30
246844,Carlos Neva,Carlos Neva Tey,Spain,1996-06-12,175,63,Left,Granada CF,15,La Liga,LB,4700000.0,13000.0,Defender,Europe,24
202646,Álex Martínez,Alejandro Martínez Sánchez,Spain,1990-08-12,175,67,Left,Granada CF,3,La Liga,LB,3400000.0,16000.0,Defender,Europe,30
254544,Reinier,Reinier Jesus Carvalho,Brazil,2002-01-19,185,72,Right,Real Madrid,30,La Liga,CF CAM,6000000.0,17000.0,Attacker,South America,18
237995,D. Lainez,Diego Lainez Leyva,Mexico,2000-06-09,167,58,Left,Real Betis,20,La Liga,RM CM CAM,5000000.0,9000.0,Midfielder,North America,20
251611,G. Fernández,Gabriel Matías Fernández Leites,Uruguay,1994-05-13,185,79,Right,RC Celta,19,La Liga,ST,4200000.0,17000.0,Attacker,South America,26
225106,Jorge Sáenz,Jorge Sáenz de Miera Colmeiro,Spain,1996-11-17,193,74,Right,RC Celta,16,La Liga,CB,4600000.0,13000.0,Defender,Europe,23
245598,I. Baba,Iddrisu Baba Mohammed,Ghana,1996-01-22,185,73,Right,RCD Mallorca,12,La Liga,CDM CM,4400000.0,14000.0,Midfielder,Africa,24
237681,T. Kubo,久保 建英,Japan,2001-06-04,172,67,Left,RCD Mallorca,26,La Liga,RM CM CAM,6500000.0,6000.0,Midfielder,Asia,19
239106,L. Koutris,Leonardo Koutris,Greece,1995-07-23,170,72,Left,RCD Mallorca,18,La Liga,LB LM,3700000.0,14000.0,Defender,Europe,25
234933,A. Sedlar,Aleksandar Sedlar,Serbia,1991-12-13,177,78,Right,RCD Mallorca,20,La Liga,CB,3300000.0,17000.0,Defender,Europe,28
199387,P. Chavarría,Pablo Chavarría,Argentina,1988-01-02,185,79,Right,RCD Mallorca,19,La Liga,ST RM,2800000.0,20000.0,Attacker,South America,32
246748,Aihen Muñoz,Aihen Muñoz Capellán,Spain,1997-08-16,175,68,Left,Real Sociedad,12,La Liga,LB,4900000.0,12000.0,Defender,Europe,23
246672,Barrenetxea,Ander Barrenetxea Muguruza,Spain,2001-12-27,175,73,Right,Real Sociedad,22,La Liga,LW ST RW,4900000.0,4000.0,Attacker,Europe,18
198240,Raúl Carnero,Raúl García Carnero,Spain,1989-04-30,175,72,Left,Real Valladolid CF,6,La Liga,LB CB LM,2500000.0,13000.0,Defender,Europe,31
224921,Adrián Marín,Adrián Marín Gómez,Spain,1997-01-09,180,73,Left,Deportivo Alavés,17,La Liga,LB LM,4300000.0,13000.0,Defender,Europe,23
238305,Nacho Vidal,Ignacio Vidal Miralles,Spain,1995-01-24,180,74,Right,CA Osasuna,2,La Liga,RB RM,3700000.0,17000.0,Defender,Europe,25
219652,Rober Ibáñez,Roberto Ibáñez Castro,Spain,1993-03-22,177,71,Right,CA Osasuna,17,La Liga,RM LM,3300000.0,21000.0,Midfielder,Europe,27
234457,O. Etebo,Oghenekaro Etebo,Nigeria,1995-11-09,175,69,Right,Getafe CF,5,La Liga,CM CDM,4300000.0,14000.0,Midfielder,Africa,24
199829,Timor,David Timor Copoví,Spain,1989-10-17,185,81,Left,Getafe CF,24,La Liga,CM CDM,3000000.0,17000.0,Midfielder,Europe,30
234060,Y. Herrera,Yangel Clemente Herrera Ravelo,Venezuela,1998-01-07,182,77,Right,Granada CF,21,La Liga,CM CDM,4800000.0,11000.0,Midfielder,South America,22
229453,Gil Dias,Gil Bastião Dias,Portugal,1996-09-28,182,78,Left,Granada CF,17,La Liga,LM RM RW,4200000.0,13000.0,Midfielder,Europe,23
189930,I. Köybaşı,İsmail Köybaşı,Turkey,1989-07-10,177,69,Left,Granada CF,11,La Liga,LB LM,2600000.0,14000.0,Defender,Asia,31
234789,Y. Eteki,Yan Brice Eteki,Cameroon,1997-08-26,182,76,Right,Granada CF,8,La Liga,CDM CM,4500000.0,10000.0,Midfielder,Africa,23
242816,Riqui Puig,Ricard Puig Martí,Spain,1999-08-13,170,55,Right,FC Barcelona,28,La Liga,CM,5000000.0,39000.0,Midfielder,Europe,21
229337,Matheus Pereira,Matheus Pereira da Silva,Brazil,1998-02-25,180,68,Left,FC Barcelona,37,La Liga,CAM LM,3500000.0,51000.0,Midfielder,South America,22
236692,Marc Gual,Marc Gual Huguet,Spain,1996-03-13,182,73,Right,Real Madrid,28,La Liga,ST LM RM,3400000.0,66000.0,Attacker,Europe,24
193794,Villalibre,Asier Villalibre Molina,Spain,1997-09-30,182,87,Left,Athletic Club de Bilbao,25,La Liga,ST,3400000.0,12000.0,Attacker,Europe,22
244675,Sancet,Oihan Sancet Tirapu,Spain,2000-04-25,187,72,Right,Athletic Club de Bilbao,34,La Liga,CM CAM,5000000.0,8000.0,Midfielder,Europe,20
202501,David Juncà,David Juncà Reñé,Spain,1993-11-16,175,67,Left,RC Celta,17,La Liga,LB LWB,2600000.0,13000.0,Defender,Europe,26
173178,Manolo Reina,Manuel Reina Rodríguez,Spain,1985-04-01,185,81,Right,RCD Mallorca,1,La Liga,GK,1000000.0,12000.0,Goalkepper,Europe,35
231588,Joan Sastre,Joan Sastre Vanrell,Spain,1997-04-30,175,74,Right,RCD Mallorca,2,La Liga,RB LB,3000000.0,13000.0,Defender,Europe,23
237456,L. Agbenyenu,Lumor Agbenyenu,Ghana,1996-08-10,175,69,Left,RCD Mallorca,3,La Liga,LB,2900000.0,13000.0,Defender,Africa,24
240458,Ander Guevara,Ander Guevara Lajo,Spain,1997-07-07,180,73,Right,Real Sociedad,16,La Liga,CM,3600000.0,12000.0,Midfielder,Europe,23
247832,Thierry Correia,Thierry Rendall Correia,Portugal,1999-03-09,177,64,Right,Valencia CF,2,La Liga,RB LB,3200000.0,13000.0,Defender,Europe,21
237735,Matheus Fernandes,Matheus Fernandes Siqueira,Brazil,1998-06-30,182,71,Right,Real Valladolid CF,8,La Liga,CDM CM,4000000.0,8000.0,Midfielder,South America,22
184990,Antoñito,Antonio Jesús Regal Angulo,Spain,1987-12-24,175,67,Right,Real Valladolid CF,18,La Liga,RB RM,1700000.0,12000.0,Defender,Europe,32
224524,E. Burgos,Esteban Rodrigo Burgos,Argentina,1992-01-09,190,79,Right,SD Eibar,2,La Liga,CB,2500000.0,13000.0,Defender,South America,28
247495,Moncayola,Jon Moncayola Tollar,Spain,1998-05-13,182,73,Right,CA Osasuna,27,La Liga,CM CDM RB,3800000.0,14000.0,Midfielder,Europe,22
215569,Unai García,Unai García Lugea,Spain,1992-09-03,185,81,Left,CA Osasuna,4,La Liga,CB,2500000.0,17000.0,Defender,Europe,28
206238,Iván López,Iván López Mendoza,Spain,1993-08-23,175,68,Right,Levante UD,2,La Liga,RB,2600000.0,13000.0,Defender,Europe,27
209937,Quini,Joaquín José Marín Ruiz,Spain,1989-09-24,177,73,Right,Granada CF,26,La Liga,LB RB,2000000.0,13000.0,Defender,Europe,30
230800,R. Manaj,Rey Manaj,Albania,1997-02-24,182,76,Right,FC Barcelona,41,La Liga,ST,2800000.0,57000.0,Attacker,Europe,23
240683,L. Reis,Ludovit Reis,Netherlands,2000-06-01,177,74,Right,FC Barcelona,29,La Liga,CDM CM,3100000.0,29000.0,Midfielder,Europe,20
241670,F. Bradarić,Filip Bradarić,Croatia,1992-01-11,185,77,Right,RC Celta,14,La Liga,CM CDM,1800000.0,13000.0,Midfielder,Europe,28
245597,Víctor Gómez,Víctor Gómez Perea,Spain,2000-04-01,165,68,Right,RCD Espanyol,34,La Liga,RB RWB RM,2500000.0,7000.0,Defender,Europe,20
246949,Campuzano,Víctor Campuzano Bonilla,Spain,1997-05-31,175,72,Left,RCD Espanyol,31,La Liga,ST,3100000.0,14000.0,Attacker,Europe,23
235983,Alex Pozo,Alejandro Pozo Pozo,Spain,1999-02-22,172,62,Right,RCD Mallorca,7,La Liga,LM RM RB,3100000.0,10000.0,Midfielder,Europe,21
202716,Abdón Prats,Abdón Prats Bastidas,Spain,1992-12-17,180,81,Left,RCD Mallorca,9,La Liga,ST LW,2100000.0,15000.0,Attacker,Europe,27
204350,A. Trajkovski,Aleksandar Trajkovski,North Macedonia,1992-09-05,180,78,Right,RCD Mallorca,17,La Liga,CAM CF ST,2100000.0,14000.0,Midfielder,Europe,28
190176,Marc Pedraza,Marc Pedraza Sarto,Spain,1987-02-06,182,82,Right,RCD Mallorca,6,La Liga,CDM CM,1200000.0,13000.0,Midfielder,Europe,33
241049,Gorosabel,Andoni Gorosabel Espinosa,Spain,1996-08-04,175,73,Right,Real Sociedad,18,La Liga,RB,2200000.0,11000.0,Defender,Europe,24
235943,Rafa Navarro,Rafael Jesús Navarro Mazuelos,Spain,1994-02-23,172,63,Right,Deportivo Alavés,12,La Liga,RB RWB,2000000.0,11000.0,Defender,Europe,26
231530,José Arnáiz,José Manuel Arnáiz Díaz,Spain,1995-04-15,175,69,Right,CA Osasuna,16,La Liga,LM ST RM,2300000.0,14000.0,Midfielder,Europe,25
236301,Koke Vegas,Jorge Ruiz Ojeda,Spain,1995-09-27,187,87,Right,Levante UD,1,La Liga,GK,2000000.0,8000.0,Goalkepper,Europe,24
240043,F. Manojlović,Filip Manojlović,Serbia,1996-04-25,198,82,Right,Getafe CF,31,La Liga,GK,1800000.0,8000.0,Goalkepper,Europe,24
228828,Rodri Tarín,Rodrigo Tarín Higón,Spain,1996-07-05,182,79,Right,CD Leganés,15,La Liga,CB RB,2800000.0,12000.0,Defender,Europe,24
234790,Soriano,Juan Soriano Oropesa,Spain,1997-08-23,185,83,Left,CD Leganés,13,La Liga,GK,1900000.0,7000.0,Goalkepper,Europe,23
237823,H. Abe,安部 裕葵,Japan,1999-01-28,170,64,Right,FC Barcelona,34,La Liga,LW RW,2000000.0,42000.0,Attacker,Asia,21
244523,Javi Hernández,Javier Hernández Carrera,Spain,1998-05-02,182,73,Left,Real Madrid,33,La Liga,CB LWB,1900000.0,33000.0,Defender,Europe,22
211068,K. Kodro,Kenan Kodro,Bosnia and Herzegovina,1993-08-19,190,79,Right,Athletic Club de Bilbao,23,La Liga,ST CAM,1300000.0,11000.0,Attacker,Europe,27
228716,Kevin,Kevin Vázquez Comesaña,Spain,1993-03-23,172,72,Right,RC Celta,20,La Liga,RB,1100000.0,10000.0,Defender,Europe,27
240846,E. Apeh,Emmanuel Apeh,Nigeria,1996-10-25,180,69,Right,RC Celta,29,La Liga,ST,1600000.0,10000.0,Attacker,Africa,23
244625,Pipa,Gonzalo Ávila Gordón,Spain,1998-01-26,175,72,Right,RCD Espanyol,2,La Liga,RM,1600000.0,9000.0,Midfielder,Europe,22
227990,Señé,Josep Señé Escudero,Spain,1991-12-10,182,72,Right,RCD Mallorca,4,La Liga,CAM CM LM,1100000.0,12000.0,Midfielder,Europe,28
243756,Fran Gámez,Francisco Gámez López,Spain,1991-07-27,175,71,Right,RCD Mallorca,15,La Liga,RB LB,925000.0,11000.0,Defender,Europe,29
170941,Javi Moyano,Javier Moyano Lujano,Spain,1986-02-23,180,71,Right,Real Valladolid CF,17,La Liga,RB LB,475000.0,9000.0,Defender,Europe,34
234779,Caro,José Antonio Caro Díaz,Spain,1994-05-03,185,78,Right,Real Valladolid CF,13,La Liga,GK,1000000.0,6000.0,Goalkepper,Europe,26
246203,S. Plaza,Stiven Ricardo Plaza Castillo,Ecuador,1999-03-11,187,83,Right,Real Valladolid CF,31,La Liga,ST LW,2300000.0,8000.0,Attacker,South America,21
245238,Javi Sánchez,Javier Sánchez de Felipe,Spain,1997-03-14,187,78,Right,Real Valladolid CF,5,La Liga,CB,1700000.0,7000.0,Defender,Europe,23
228827,J. Fuchs,Jeando Fuchs,Cameroon,1997-10-11,175,69,Right,Deportivo Alavés,25,La Liga,CDM CM,1400000.0,7000.0,Midfielder,Africa,22
208638,Rober Correa,Roberto Antonio Correa Silva,Spain,1992-09-29,180,71,Right,SD Eibar,20,La Liga,RB,1100000.0,10000.0,Defender,Europe,27
225200,Kike Barja,Enrique Barja Afonso,Spain,1997-04-04,177,68,Right,CA Osasuna,19,La Liga,LM RM,1500000.0,12000.0,Midfielder,Europe,23
234781,Martínez,José Antonio Martínez Gil,Spain,1993-02-12,187,79,Left,Granada CF,5,La Liga,CB,1200000.0,9000.0,Defender,Europe,27
232207,I. Šaponjić,Ivan Šaponjić,Serbia,1997-08-02,190,86,Right,Atlético Madrid,17,La Liga,ST,1400000.0,14000.0,Attacker,Europe,23
251025,Larrazabal,Gaizka Larrazabal Goikoetxea,Spain,1997-12-17,180,81,Right,Athletic Club de Bilbao,12,La Liga,RW,1600000.0,7000.0,Attacker,Europe,22
231184,Guruzeta,Gorka Guruzeta Rodríguez,Spain,1996-09-12,187,77,Right,Athletic Club de Bilbao,30,La Liga,ST,1400000.0,8000.0,Attacker,Europe,24
247500,Edgar,Edgar González Estrada,Spain,1997-04-01,193,79,Right,Real Betis,32,La Liga,CDM CB,1400000.0,7000.0,Midfielder,Europe,23
229217,Y. Yeboah,Yaw Yeboah,Ghana,1997-03-28,175,69,Left,RC Celta,26,La Liga,RM RW,1300000.0,8000.0,Midfielder,Africa,23
110680,Xisco Campos,Francisco Javier Campos Coll,Spain,1982-03-10,180,77,Right,RCD Mallorca,5,La Liga,CB RB,180000.0,6000.0,Defender,Europe,38
225632,O. Burke,Oliver Burke,Scotland,1997-04-07,187,82,Right,Deportivo Alavés,24,La Liga,ST RM LM,1200000.0,9000.0,Attacker,Europe,23
242489,Pejiño,Francisco Jesús Crespo García,Spain,1996-07-29,175,67,Left,Sevilla FC,34,La Liga,LM RM,1300000.0,6000.0,Midfielder,Europe,24
251404,Javi Fernández,Javier Fernández Hernández,Spain,1997-08-03,195,86,Right,Villarreal CF,35,La Liga,CB,1100000.0,7000.0,Defender,Europe,23
243032,Hugo Duro,Hugo Duro Perales,Spain,1999-11-10,170,69,Left,Getafe CF,26,La Liga,ST LM,1700000.0,6000.0,Attacker,Europe,20
241867,Aitor Ruibal,Aitor Ruibal García,Spain,1996-03-22,175,74,Right,CD Leganés,19,La Liga,ST RM RB,1300000.0,11000.0,Attacker,Europe,24
223569,Nuha,Nuha Marong Krubally,Gambia,1993-06-16,193,79,Right,Granada CF,32,La Liga,ST,1100000.0,9000.0,Attacker,Africa,27
241119,Dani Martín,Daniel Martín Fernández,Spain,1998-07-08,187,77,Right,Real Betis,13,La Liga,GK,1100000.0,4000.0,Goalkepper,Europe,22
245894,Robert,Roberto González Bayón,Spain,2001-01-06,177,73,Left,Real Betis,33,La Liga,RM LM ST,1600000.0,3000.0,Midfielder,Europe,19
245219,Juan Hernández,Juan Hernández García,Spain,1994-12-06,177,63,Left,RC Celta,7,La Liga,RM ST,975000.0,7000.0,Midfielder,Europe,25
222572,Iván Villar,Iván Villar Martínez,Spain,1997-07-09,187,78,Right,RC Celta,25,La Liga,GK,825000.0,4000.0,Goalkepper,Europe,23
228357,K. Soni,Kévin Soni,Cameroon,1998-04-17,182,76,Left,RCD Espanyol,36,La Liga,CAM ST LM,1300000.0,6000.0,Midfielder,Africa,22
211132,Andrés Prieto,Andrés Tomás Prieto Albert,Spain,1993-10-17,193,91,Right,RCD Espanyol,1,La Liga,GK,725000.0,6000.0,Goalkepper,Europe,26
231071,Miquel Parera,Miquel Parera Pizá,Spain,1996-05-18,177,73,Right,RCD Mallorca,25,La Liga,GK,825000.0,5000.0,Goalkepper,Europe,24
243304,Zubiaurre,Andoni Zubiaurre Dorronsoro,Spain,1996-12-04,190,79,Left,Real Sociedad,30,La Liga,GK,875000.0,5000.0,Goalkepper,Europe,23
241179,Cristian Rivero,Cristian Rivero Sabater,Spain,1998-03-21,187,74,Right,Valencia CF,28,La Liga,GK,975000.0,5000.0,Goalkepper,Europe,22
240589,Miguel,Miguel de la Fuente Escudero,Spain,1999-09-03,180,77,Right,Real Valladolid CF,29,La Liga,ST,1600000.0,4000.0,Attacker,Europe,21
228707,Diego Alende,Diego Alende López,Spain,1997-08-25,182,76,Right,Real Valladolid CF,30,La Liga,CB RB,1400000.0,4000.0,Defender,Europe,23
247496,Apa,Javier Aparicio Gómez,Spain,2000-03-08,170,62,Right,Real Valladolid CF,42,La Liga,RB RM,1500000.0,3000.0,Defender,Europe,20
220383,Aarón,Aarón Escandell Banacloche,Spain,1995-09-27,185,71,Right,Granada CF,13,La Liga,GK,800000.0,4000.0,Goalkepper,Europe,24
253735,Antoñín,Antonio Cortés Heredia,Spain,2000-04-16,182,71,Right,Granada CF,18,La Liga,ST LM RM,1300000.0,5000.0,Attacker,Europe,20
243944,N. Lozano,Neyder Yessy Lozano Rentería,Colombia,1994-03-04,185,77,Left,Granada CF,25,La Liga,CB,875000.0,6000.0,Defender,South America,26
253163,R. Araujo,Ronald Federico Araújo da Silva,Uruguay,1999-03-07,190,78,Right,FC Barcelona,33,La Liga,CB,1300000.0,21000.0,Defender,South America,21
226103,Akieme,Sergio Akieme Rodríguez,Spain,1997-12-16,175,64,Left,FC Barcelona,39,La Liga,LB,900000.0,21000.0,Defender,Europe,22
246608,Fidalgo,Álvaro Fidalgo Fernández,Spain,1997-04-09,175,63,Right,Real Madrid,36,La Liga,CM CAM LM,975000.0,27000.0,Midfielder,Europe,23
245287,Sergio López,Sergio López Galache,Spain,1999-04-08,177,67,Right,Real Madrid,32,La Liga,RB,1300000.0,21000.0,Defender,Europe,21
247328,Unai Vencedor,Unai Vencedor Paris,Spain,2000-11-15,175,71,Right,Athletic Club de Bilbao,27,La Liga,CM,1300000.0,2000.0,Midfielder,Europe,19
252865,Iker Losada,Iker Losada Aragunde,Spain,2001-08-01,175,69,Right,RC Celta,36,La Liga,ST CF,1300000.0,1000.0,Attacker,Europe,19
240120,M. Ezzarfani,Mohamed Ezzarfani,Morocco,1997-11-15,175,74,Right,RCD Espanyol,29,La Liga,RM LM ST,1000000.0,6000.0,Midfielder,Africa,22
236390,Pol Valentín,Pol Valentín Sancho,Spain,1997-02-21,180,73,Right,Valencia CF,30,La Liga,RB RWB RM,900000.0,7000.0,Defender,Europe,23
246011,Víctor,Víctor García Raja,Spain,1997-01-01,180,77,Right,Real Valladolid CF,35,La Liga,RM ST,1000000.0,5000.0,Midfielder,Europe,23
225738,Kuki Zalazar,José Luis Zalazar Martínez,Spain,1998-05-05,175,73,Left,Real Valladolid CF,39,La Liga,CAM RM ST,1100000.0,4000.0,Midfielder,Europe,22
252929,Borja Sainz,Borja Sainz Eguskiza,Spain,2001-02-01,177,74,Right,Deportivo Alavés,29,La Liga,RM CAM,1200000.0,2000.0,Midfielder,Europe,19
241462,R. Guerra,Ramiro Guerra Pereyra,Uruguay,1997-03-21,182,74,Right,Villarreal CF,26,La Liga,CDM,925000.0,7000.0,Midfielder,South America,23
224973,Arturo Molina,Arturo Molina Tornero,Spain,1995-08-16,182,74,Right,Levante UD,27,La Liga,CAM RM,900000.0,6000.0,Midfielder,Europe,25
243430,David Alba,David Alba Fernández,Spain,1999-05-05,180,77,Right,Getafe CF,32,La Liga,CB,1200000.0,4000.0,Defender,Europe,21
246785,Bryan Gil,Bryan Gil Salvatierra,Spain,2001-02-11,175,64,Left,CD Leganés,26,La Liga,LW LM,1300000.0,4000.0,Attacker,Europe,19
231474,João Costa,João Paulo Santos da Costa,Portugal,1996-02-02,185,79,Right,Granada CF,34,La Liga,GK,725000.0,4000.0,Goalkepper,Europe,24
252324,Riquelme,Rodrigo Riquelme Reche,Spain,2000-04-02,175,66,Right,Atlético Madrid,32,La Liga,RM LM,1200000.0,6000.0,Midfielder,Europe,20
248805,Sergio Camello,Sergio Camello Pérez,Spain,2001-02-10,177,68,Right,Atlético Madrid,34,La Liga,ST,1100000.0,5000.0,Attacker,Europe,19
254860,Valera,Germán Valera Karabinaite,Spain,2002-03-16,170,68,Left,Atlético Madrid,48,La Liga,RM LM CAM,1100000.0,1000.0,Midfielder,Europe,18
237522,Jorge Cuenca,Jorge Cuenca Barreno,Spain,1999-11-17,187,76,Left,FC Barcelona,35,La Liga,CB,950000.0,13000.0,Defender,Europe,20
241810,Chumi,Juan Brandáriz Movilla,Spain,1999-03-02,185,78,Right,FC Barcelona,36,La Liga,CB,1100000.0,18000.0,Defender,Europe,21
242999,Álex Collado,Álex Collado Gutiérrez,Spain,1999-04-22,177,66,Left,FC Barcelona,30,La Liga,CM LW,1200000.0,20000.0,Midfielder,Europe,21
246139,Iñaki Peña,Ignacio Peña Sotorres,Spain,1999-03-02,182,78,Right,FC Barcelona,26,La Liga,GK,1000000.0,13000.0,Goalkepper,Europe,21
245290,De la Fuente,Adrián de la Fuente Barquilla,Spain,1999-02-26,177,78,Right,Real Madrid,35,La Liga,CB,1100000.0,18000.0,Defender,Europe,21
248550,Dani Vivian,Daniel Vivian Moreno,Spain,1999-07-05,182,83,Right,Athletic Club de Bilbao,29,La Liga,CB,950000.0,3000.0,Defender,Europe,21
225395,Ezkieta,Jokin Ezkieta Mendiburu,Spain,1996-08-17,193,78,Right,Athletic Club de Bilbao,31,La Liga,GK,650000.0,3000.0,Goalkepper,Europe,24
253416,Raúl García,Raúl García de Haro,Spain,2000-11-03,193,69,Right,Real Betis,35,La Liga,ST,1100000.0,2000.0,Attacker,Europe,19
246169,Roberto López,Roberto López Alcaide,Spain,2000-04-24,177,69,Left,Real Sociedad,28,La Liga,CAM CM,1200000.0,4000.0,Midfielder,Europe,20
245331,Jordi Escobar,Jordi Escobar Fernández,Spain,2002-02-10,185,73,Right,Valencia CF,29,La Liga,ST LM,1100000.0,2000.0,Attacker,Europe,18
239268,N. Manzambi,Neftali Benedict Manzambi,Switzerland,1997-04-23,177,82,Right,Valencia CF,31,La Liga,ST,850000.0,7000.0,Attacker,Europe,23
236760,Kike Pérez,Enrique Pérez Muñoz,Spain,1997-02-14,182,74,Left,Real Valladolid CF,28,La Liga,CM CDM,750000.0,4000.0,Midfielder,Europe,23
243431,Miguel Rubio,Miguel Ángel Rubio Lestan,Spain,1998-03-11,190,86,Right,Real Valladolid CF,38,La Liga,CB,800000.0,3000.0,Defender,Europe,22
245089,Samu Pérez,Samuel Pérez Fariña,Spain,1997-04-26,187,78,Right,Real Valladolid CF,26,La Liga,GK,675000.0,3000.0,Goalkepper,Europe,23
238446,Tachi,Alberto Rodríguez Baró,Spain,1997-09-10,182,82,Right,Deportivo Alavés,27,La Liga,CB,975000.0,4000.0,Defender,Europe,23
252325,Ismael,Ismael Gutiérrez Montilla,Spain,2000-08-07,175,73,Right,Deportivo Alavés,35,La Liga,CM CDM,950000.0,2000.0,Midfielder,Europe,20
240859,Berrocal,Juan Berrocal González,Spain,1999-12-05,182,72,Right,Sevilla FC,29,La Liga,CB,1100000.0,2000.0,Defender,Europe,20
236028,Javi Díaz,Javier Díaz Sánchez,Spain,1997-05-15,182,74,Right,Sevilla FC,31,La Liga,GK,675000.0,3000.0,Goalkepper,Europe,23
251914,Simón Moreno,Simón Moreno Barroso,Spain,1997-07-02,177,73,Right,Villarreal CF,28,La Liga,ST,750000.0,6000.0,Attacker,Europe,23
224566,Carlos Blanco,Carlos Blanco Moreno,Spain,1996-01-06,187,72,Right,Villarreal CF,31,La Liga,CB,675000.0,6000.0,Defender,Europe,24
235520,Rafa Mújica,Rafael Sebastián Mújica García,Spain,1998-10-29,182,69,Right,Villarreal CF,38,La Liga,ST RM LM,975000.0,6000.0,Attacker,Europe,21
246275,Avilés,Javier Avilés Cortés,Spain,1997-08-17,180,74,Right,CD Leganés,33,La Liga,RM LM CM,850000.0,5000.0,Midfielder,Europe,23
251241,André Grandi,André Felipe Grandi,Brazil,1997-05-02,193,79,Right,CD Leganés,30,La Liga,GK,675000.0,4000.0,Goalkepper,South America,23
232764,Gonçalo Tavares,Gonçalo Alexandre Glórias Tavares,Portugal,1997-05-16,180,72,Right,Granada CF,28,La Liga,RB,650000.0,4000.0,Defender,Europe,23
241588,Toni Moya,Antonio Moya Vega,Spain,1998-03-20,180,78,Right,Atlético Madrid,38,La Liga,CM CB,775000.0,7000.0,Midfielder,Europe,22
243080,Carlos Isaac,Carlos Isaac Muñoz Obejero,Spain,1998-04-30,182,73,Right,Atlético Madrid,45,La Liga,RB,700000.0,6000.0,Defender,Europe,22
252327,Manu Sánchez,Manuel Sánchez de la Peña,Spain,2000-08-24,177,69,Left,Atlético Madrid,35,La Liga,LB,850000.0,3000.0,Defender,Europe,20
255258,Óscar Clemente,Óscar Clemente Mues,Spain,1999-03-26,175,68,Left,Atlético Madrid,39,La Liga,CAM CM LM,800000.0,7000.0,Midfielder,Europe,21
239247,Dani Morer,Daniel Morer Cabrera,Spain,1998-02-05,170,63,Right,FC Barcelona,27,La Liga,RB,700000.0,16000.0,Defender,Europe,22
239614,Jesús Areso,Jesús Areso Blanco,Spain,1999-07-02,182,69,Right,Athletic Club de Bilbao,28,La Liga,RB,725000.0,2000.0,Defender,Europe,21
246947,P. Akouokou,Paul Edgar Akouokou,Côte d'Ivoire,1997-12-20,182,78,Right,Real Betis,26,La Liga,CM CDM,650000.0,4000.0,Midfielder,Africa,22
221397,Dani Molina,Daniel Molina Orta,Spain,1996-03-14,182,73,Left,RC Celta,30,La Liga,CDM CAM,650000.0,4000.0,Midfielder,Europe,24
251757,Javi Gómez,Javier Gómez Castroverde,Spain,1999-01-10,175,66,Left,RC Celta,33,La Liga,LM RM ST,700000.0,4000.0,Midfielder,Europe,21
252847,D. Rosic,Dragan Rosić,Serbia,1996-11-15,193,84,Left,RC Celta,35,La Liga,GK,500000.0,3000.0,Goalkepper,Europe,23
244407,Pol Lozano,Pol Lozano Vizuete,Spain,1999-10-06,175,68,Right,RCD Espanyol,26,La Liga,CM,950000.0,3000.0,Midfielder,Europe,20
241013,Adrián López,Adrián López Garrote,Spain,1999-01-09,185,73,Right,RCD Espanyol,27,La Liga,GK,625000.0,3000.0,Goalkepper,Europe,21
